,request number,chs count,particle num,scene,method,chamfer distance,projection succeeded?
0,0,0.0,0,Cheezit_01,wip_method,0.015002473257482052,True
1,0,0.0,1,Cheezit_01,wip_method,0.014797555282711983,True
2,0,0.0,2,Cheezit_01,wip_method,0.02158856950700283,True
3,0,0.0,3,Cheezit_01,wip_method,0.02321464568376541,True
4,0,0.0,4,Cheezit_01,wip_method,0.021970856934785843,True
5,0,0.0,5,Cheezit_01,wip_method,0.025192365050315857,True
6,0,0.0,6,Cheezit_01,wip_method,0.02989543229341507,True
7,0,0.0,7,Cheezit_01,wip_method,0.01898489147424698,True
8,0,0.0,8,Cheezit_01,wip_method,0.02009478397667408,True
9,0,0.0,9,Cheezit_01,wip_method,0.018178608268499374,True
10,1,0.0,0,Cheezit_01,wip_method,0.015002473257482052,True
11,1,0.0,1,Cheezit_01,wip_method,0.014797555282711983,True
12,1,0.0,2,Cheezit_01,wip_method,0.02158856950700283,True
13,1,0.0,3,Cheezit_01,wip_method,0.02321464568376541,True
14,1,0.0,4,Cheezit_01,wip_method,0.021970856934785843,True
15,1,0.0,5,Cheezit_01,wip_method,0.025192365050315857,True
16,1,0.0,6,Cheezit_01,wip_method,0.02989543229341507,True
17,1,0.0,7,Cheezit_01,wip_method,0.01898489147424698,True
18,1,0.0,8,Cheezit_01,wip_method,0.02009478397667408,True
19,1,0.0,9,Cheezit_01,wip_method,0.018178608268499374,True
20,2,0.0,0,Cheezit_01,wip_method,0.014955060556530952,True
21,2,0.0,1,Cheezit_01,wip_method,0.014797555282711983,True
22,2,0.0,2,Cheezit_01,wip_method,0.02158856950700283,True
23,2,0.0,3,Cheezit_01,wip_method,0.02321464568376541,True
24,2,0.0,4,Cheezit_01,wip_method,0.021970856934785843,True
25,2,0.0,5,Cheezit_01,wip_method,0.025175228714942932,True
26,2,0.0,6,Cheezit_01,wip_method,0.02989543229341507,True
27,2,0.0,7,Cheezit_01,wip_method,0.01898489147424698,True
28,2,0.0,8,Cheezit_01,wip_method,0.01989228092133999,True
29,2,0.0,9,Cheezit_01,wip_method,0.018625272437930107,True
30,3,1.0,0,Cheezit_01,wip_method,0.014950507320463657,True
31,3,1.0,1,Cheezit_01,wip_method,0.015910059213638306,True
32,3,1.0,2,Cheezit_01,wip_method,0.020527437329292297,True
33,3,1.0,3,Cheezit_01,wip_method,0.01538798026740551,True
34,3,1.0,4,Cheezit_01,wip_method,0.02116585522890091,True
35,3,1.0,5,Cheezit_01,wip_method,0.015007531270384789,True
36,3,1.0,6,Cheezit_01,wip_method,0.01863914728164673,True
37,4,1.0,0,Cheezit_01,wip_method,0.015241669490933418,True
38,4,1.0,1,Cheezit_01,wip_method,0.016626909375190735,True
39,4,1.0,2,Cheezit_01,wip_method,0.021853655576705933,True
40,4,1.0,3,Cheezit_01,wip_method,0.01522838231176138,True
41,4,1.0,4,Cheezit_01,wip_method,0.02155069075524807,True
42,4,1.0,5,Cheezit_01,wip_method,0.014645081013441086,True
43,4,1.0,6,Cheezit_01,wip_method,0.027620188891887665,True
44,4,1.0,7,Cheezit_01,wip_method,0.018356051295995712,True
45,5,1.0,0,Cheezit_01,wip_method,0.014718124642968178,True
46,5,1.0,1,Cheezit_01,wip_method,0.015723703429102898,True
47,5,1.0,2,Cheezit_01,wip_method,0.022661998867988586,True
48,5,1.0,3,Cheezit_01,wip_method,0.015393076464533806,True
49,5,1.0,4,Cheezit_01,wip_method,0.02148362807929516,True
50,5,1.0,5,Cheezit_01,wip_method,0.014462485909461975,True
51,5,1.0,6,Cheezit_01,wip_method,0.0264898668974638,True
52,5,1.0,7,Cheezit_01,wip_method,0.01816001906991005,True
53,6,2.0,0,Cheezit_01,wip_method,0.014921389520168304,True
54,6,2.0,1,Cheezit_01,wip_method,0.014566312544047832,True
55,6,2.0,2,Cheezit_01,wip_method,0.021983522921800613,True
56,6,2.0,3,Cheezit_01,wip_method,0.015789808705449104,True
57,6,2.0,4,Cheezit_01,wip_method,0.02130080759525299,True
58,6,2.0,5,Cheezit_01,wip_method,0.014459964819252491,True
59,6,2.0,6,Cheezit_01,wip_method,0.032566413283348083,True
60,6,2.0,7,Cheezit_01,wip_method,0.0144202196970582,True
61,6,2.0,8,Cheezit_01,wip_method,0.014021547511219978,True
62,6,2.0,9,Cheezit_01,wip_method,0.01824130490422249,True
63,7,2.0,0,Cheezit_01,wip_method,0.014730802737176418,True
64,7,2.0,1,Cheezit_01,wip_method,0.01635175384581089,True
65,7,2.0,2,Cheezit_01,wip_method,0.023070964962244034,True
66,7,2.0,3,Cheezit_01,wip_method,0.01604609191417694,True
67,7,2.0,4,Cheezit_01,wip_method,0.021592412143945694,True
68,7,2.0,5,Cheezit_01,wip_method,0.03195831924676895,True
69,7,2.0,6,Cheezit_01,wip_method,0.014408021233975887,True
70,7,2.0,7,Cheezit_01,wip_method,0.014020626433193684,True
71,7,2.0,8,Cheezit_01,wip_method,0.017901139333844185,True
72,8,2.0,0,Cheezit_01,wip_method,0.014655398204922676,True
73,8,2.0,1,Cheezit_01,wip_method,0.01481153629720211,True
74,8,2.0,2,Cheezit_01,wip_method,0.022903744131326675,True
75,8,2.0,3,Cheezit_01,wip_method,0.02244255319237709,True
76,8,2.0,4,Cheezit_01,wip_method,0.03201403468847275,True
77,8,2.0,5,Cheezit_01,wip_method,0.01460280641913414,True
78,8,2.0,6,Cheezit_01,wip_method,0.014736965298652649,True
79,8,2.0,7,Cheezit_01,wip_method,0.017778392881155014,True
