,request number,chs count,particle num,scene,method,chamfer distance,projection succeeded?
0,0,0.0,0,Cheezit_01,wip_method,0.001605404771651114,True
1,0,0.0,1,Cheezit_01,wip_method,0.003363763186074599,True
2,0,0.0,2,Cheezit_01,wip_method,0.0016207077660895268,True
3,0,0.0,3,Cheezit_01,wip_method,0.008679316746939456,True
4,0,0.0,4,Cheezit_01,wip_method,0.0057313235081196436,True
5,0,0.0,5,Cheezit_01,wip_method,0.004132861176937035,True
6,0,0.0,6,Cheezit_01,wip_method,0.0022211855696012226,True
7,0,0.0,7,Cheezit_01,wip_method,0.0026679588698862353,True
8,0,0.0,8,Cheezit_01,wip_method,0.010123568040749355,True
9,0,0.0,9,Cheezit_01,wip_method,0.0073360739332959685,True
10,0,0.0,10,Cheezit_01,wip_method,0.0027474478331923134,True
11,0,0.0,11,Cheezit_01,wip_method,0.004181342859487736,True
12,0,0.0,12,Cheezit_01,wip_method,0.003533773208124504,True
13,0,0.0,13,Cheezit_01,wip_method,0.003968818732288237,True
14,0,0.0,14,Cheezit_01,wip_method,0.009816426803712228,True
15,0,0.0,15,Cheezit_01,wip_method,0.0028856911917330445,True
16,0,0.0,16,Cheezit_01,wip_method,0.0010440846603761234,True
17,0,0.0,17,Cheezit_01,wip_method,0.003892252051948164,True
18,0,0.0,18,Cheezit_01,wip_method,0.012621876587494212,True
19,0,0.0,19,Cheezit_01,wip_method,0.00872602176336411,True
20,0,0.0,20,Cheezit_01,wip_method,0.003215032751116097,True
21,0,0.0,21,Cheezit_01,wip_method,0.0020000942377252865,True
22,0,0.0,22,Cheezit_01,wip_method,0.001677244604479768,True
23,0,0.0,23,Cheezit_01,wip_method,0.007610003708955627,True
24,0,0.0,24,Cheezit_01,wip_method,0.003601068551676084,True
25,0,0.0,25,Cheezit_01,wip_method,0.0014351396338929626,True
26,0,0.0,26,Cheezit_01,wip_method,0.0019703269315346082,True
27,0,0.0,27,Cheezit_01,wip_method,0.014987554786760124,True
28,0,0.0,28,Cheezit_01,wip_method,0.007799689039202964,True
29,0,0.0,29,Cheezit_01,wip_method,0.0010746924402619536,True
30,0,0.0,30,Cheezit_01,wip_method,0.007551766334539765,True
31,0,0.0,31,Cheezit_01,wip_method,0.003041619578800073,True
32,0,0.0,32,Cheezit_01,wip_method,0.009946546231798071,True
33,0,0.0,33,Cheezit_01,wip_method,0.0071997787810393005,True
34,0,0.0,34,Cheezit_01,wip_method,0.005417119958160296,True
35,0,0.0,35,Cheezit_01,wip_method,0.002506682196792442,True
36,0,0.0,36,Cheezit_01,wip_method,0.007998299761887897,True
37,0,0.0,37,Cheezit_01,wip_method,0.0015332812833768182,True
38,0,0.0,38,Cheezit_01,wip_method,0.0029972449323043744,True
39,0,0.0,39,Cheezit_01,wip_method,0.006260446815084959,True
