,request number,chs count,particle num,scene,method,chamfer distance,projection succeeded?
0,0,0.0,0,live_cheezit,baseline_accept_failed_projections,0.02329063296310093,True
1,0,0.0,1,live_cheezit,baseline_accept_failed_projections,0.033621284875633456,True
2,0,0.0,2,live_cheezit,baseline_accept_failed_projections,0.03170690686970256,True
3,0,0.0,3,live_cheezit,baseline_accept_failed_projections,0.03263374073210422,True
4,0,0.0,4,live_cheezit,baseline_accept_failed_projections,0.030541386782057638,True
5,0,0.0,5,live_cheezit,baseline_accept_failed_projections,0.04810415317160437,True
6,0,0.0,6,live_cheezit,baseline_accept_failed_projections,0.032344579461627596,True
7,0,0.0,7,live_cheezit,baseline_accept_failed_projections,0.03539152777045993,True
8,0,0.0,8,live_cheezit,baseline_accept_failed_projections,0.02311748683446896,True
9,0,0.0,9,live_cheezit,baseline_accept_failed_projections,0.032503271437167455,True
10,0,0.0,10,live_cheezit,baseline_accept_failed_projections,0.03719695310384284,True
11,0,0.0,11,live_cheezit,baseline_accept_failed_projections,0.03728746697362971,True
12,0,0.0,12,live_cheezit,baseline_accept_failed_projections,0.03016833229050334,True
13,0,0.0,13,live_cheezit,baseline_accept_failed_projections,0.01573954406126137,True
14,0,0.0,14,live_cheezit,baseline_accept_failed_projections,0.03322946615512923,True
15,0,0.0,15,live_cheezit,baseline_accept_failed_projections,0.02763966648588042,True
16,0,0.0,16,live_cheezit,baseline_accept_failed_projections,0.033499632867553183,True
17,0,0.0,17,live_cheezit,baseline_accept_failed_projections,0.028574430850336282,True
18,0,0.0,18,live_cheezit,baseline_accept_failed_projections,0.028478757167865534,True
19,0,0.0,19,live_cheezit,baseline_accept_failed_projections,0.035537703866758745,True
20,0,0.0,20,live_cheezit,baseline_accept_failed_projections,0.022688459148830952,True
21,0,0.0,21,live_cheezit,baseline_accept_failed_projections,0.03445780764799973,True
22,0,0.0,22,live_cheezit,baseline_accept_failed_projections,0.03441717429909106,True
23,0,0.0,23,live_cheezit,baseline_accept_failed_projections,0.030192360760992614,True
24,0,0.0,24,live_cheezit,baseline_accept_failed_projections,0.029950963732664062,True
